-6.522560269672795076e-18,-3.446297515444071615e-04,-3.747002708109903570e-18,-5.590971557046120867e-17,6.442227762465382868e-02,-3.027930507120496495e-02,-1.000000000000000056e-01,1.060758203681784222e-16,-7.255363190408458014e-03,-7.255363190408722560e-03,-7.255363190408527403e-03,-7.255363190408579445e-03,0.000000000000000000e+00
-6.522560269672795076e-18,4.405370248455592504e-03,-3.777984869390849708e-18,1.526304726117204840e-15,1.644222776246538342e-01,-1.302793050712049705e-01,0.000000000000000000e+00,-1.090054193151425230e-15,9.274463680959155187e-02,9.274463680959128820e-02,9.274463680959148248e-02,9.274463680959142697e-02,0.000000000000000000e+00
-6.522560269672795076e-18,9.155370248455592386e-03,-3.808967030671795845e-18,1.416893393441309276e-15,2.644222776246538675e-01,-2.302793050712049761e-01,1.000000000000000056e-01,-1.134920582728893123e-15,1.927446368095915574e-01,1.927446368095913076e-01,1.927446368095914742e-01,1.927446368095914186e-01,0.000000000000000000e+00
-6.522560269672795076e-18,1.390537024845559314e-02,-3.839949191952741982e-18,1.377861150600529100e-15,3.644222776246538453e-01,-3.302793050712049538e-01,2.000000000000000111e-01,-1.186289753260036164e-15,2.927446368095915630e-01,2.927446368095912854e-01,2.927446368095915075e-01,2.927446368095913964e-01,0.000000000000000000e+00
-8.187894806610530595e-18,1.775694517905845871e-02,-3.865071321570760057e-18,1.438767496435705908e-15,4.644222776246538231e-01,-4.302793050712049316e-01,3.000000000000000444e-01,-1.127300873579510432e-15,3.738304248222835136e-01,3.738304248222831805e-01,3.738304248222834025e-01,3.738304248222832915e-01,0.000000000000000000e+00
-2.400857290751901302e-17,2.036738975603108806e-02,-1.360089683263561981e-17,1.362889612462783333e-15,5.644222776246538009e-01,-5.302793050712049094e-01,3.831049169647960939e-01,-1.152646047336154602e-15,4.287871527585497278e-01,4.287871527585487286e-01,4.287871527585493392e-01,4.287871527585490616e-01,0.000000000000000000e+00
-2.428612866367530240e-17,2.219036857775429430e-02,-1.378344183066396981e-17,1.410645853939963734e-15,6.644222776246537787e-01,-6.302793050712048872e-01,4.111396736956141607e-01,-1.135630809718681875e-15,4.671656542685119762e-01,4.671656542685109770e-01,4.671656542685115876e-01,4.671656542685113100e-01,0.000000000000000000e+00
-3.178013407989510646e-17,2.340106303972343260e-02,-2.075173881604697817e-17,1.444172705271375510e-15,7.644222776246537565e-01,-7.302793050712048650e-01,3.944921720262793974e-01,-1.113333213644688747e-15,4.926539587310203583e-01,4.926539587310189150e-01,4.926539587310198587e-01,4.926539587310193591e-01,0.000000000000000000e+00
-3.740063814205996490e-17,2.411536061028760752e-02,-2.688066592405081112e-17,1.403677486356554817e-15,8.644222776246537343e-01,-8.302793050712048428e-01,3.409694302052623804e-01,-1.157311067557538598e-15,5.076918023218452980e-01,5.076918023218435216e-01,5.076918023218446319e-01,5.076918023218439657e-01,0.000000000000000000e+00
-3.351485755587191356e-17,2.441861240825785040e-02,-2.496646467647836882e-17,1.409081348593605728e-15,9.644222776246537121e-01,-9.302793050712048206e-01,2.570362883955922273e-01,-1.112621909002895567e-15,5.140760507001661539e-01,5.140760507001644886e-01,5.140760507001654878e-01,5.140760507001648216e-01,0.000000000000000000e+00
-3.660266534311063216e-17,2.437954158967773829e-02,-2.620114570019254153e-17,1.419341116804533226e-15,1.064422277624653690e+00,-1.022531219437106564e+00,1.570362883955922217e-01,-1.149065815764623072e-15,5.132535071511111768e-01,5.132535071511094005e-01,5.132535071511105107e-01,5.132535071511098446e-01,0.000000000000000000e+00
